"Name","Created","Runtime","GitHub","End Time","Hostname","ID","Notes","GPU Type","GPU Count","State","Updated","Tags","nb_timesteps","problemclass_eval","problemclass_train","exploration_fraction","optimization_mode","reward_system","agent_score","all_optimizers_scores.Adam","all_optimizers_scores.RMSprop","all_optimizers_scores.SGD","all_optimizers_scores.agent"
"neat-vortex-357","2022-11-30T07:58:38.000Z","30","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T07:59:08.000Z","vs2-0","59obc8zb","-","NVIDIA GeForce RTX 3090","2","failed","2022-11-30T07:59:08.000Z","","10000","NoisyHillsProblem","NoisyHillsProblem","0.1","soft","function","","","","",""
"crisp-dream-356","2022-11-30T04:16:51.000Z","143","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T04:19:14.000Z","vs2-0","zfhw197m","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T04:19:14.000Z","","10000","NormProblem","all_except_eval","0.5","soft","function","0.876","0.006","0.118","0","0.876"
"wild-eon-355","2022-11-30T04:14:28.000Z","141","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T04:16:49.000Z","vs2-0","371t34y3","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T04:16:49.000Z","","10000","NormProblem","all_except_eval","0.5","soft","function","0.854","0.006","0.14","0","0.854"
"wild-armadillo-354","2022-11-30T04:12:03.000Z","142","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T04:14:25.000Z","vs2-0","2hlw9d65","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T04:14:25.000Z","","10000","NormProblem","all_except_eval","0.5","soft","function","0.894","0","0.106","0","0.894"
"toasty-sponge-353","2022-11-30T04:09:38.000Z","142","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T04:12:00.000Z","vs2-0","2z2gneo9","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T04:12:00.000Z","","10000","NormProblem","all_except_eval","0.5","soft","function","0.876","0.006","0.118","0","0.876"
"warm-vortex-352","2022-11-30T04:07:13.000Z","142","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T04:09:35.000Z","vs2-0","171banx7","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T04:09:35.000Z","","10000","NormProblem","all_except_eval","0.5","soft","function","0.892","0","0.108","0","0.892"
"ruby-darkness-351","2022-11-30T04:04:09.000Z","181","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T04:07:10.000Z","vs2-0","27cuz043","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T04:07:10.000Z","","10000","AckleyProblem","all_except_eval","0.5","soft","function","0.374","0.002","0.592","0.032","0.374"
"dandy-sun-350","2022-11-30T04:01:05.000Z","182","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T04:04:07.000Z","vs2-0","13wvt9vb","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T04:04:07.000Z","","10000","AckleyProblem","all_except_eval","0.5","soft","function","0.356","0.006","0.598","0.04","0.356"
"wandering-rain-349","2022-11-30T03:58:00.000Z","183","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T04:01:03.000Z","vs2-0","3rzh14qk","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T04:01:03.000Z","","10000","AckleyProblem","all_except_eval","0.5","soft","function","0.354","0","0.6","0.046","0.354"
"rare-cherry-348","2022-11-30T03:54:57.000Z","181","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T03:57:58.000Z","vs2-0","31tonub2","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T03:57:58.000Z","","10000","AckleyProblem","all_except_eval","0.5","soft","function","0.392","0.002","0.554","0.052","0.392"
"sleek-bee-347","2022-11-30T03:51:52.000Z","183","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T03:54:55.000Z","vs2-0","1b5f27qw","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T03:54:55.000Z","","10000","AckleyProblem","all_except_eval","0.5","soft","function","0.35","0.002","0.604","0.044","0.35"
"generous-lion-346","2022-11-30T03:49:07.000Z","163","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T03:51:50.000Z","vs2-0","mkzc4pvp","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T03:51:50.000Z","","10000","RastriginProblem","all_except_eval","0.5","soft","function","0.464","0.006","0.53","0","0.464"
"revived-forest-345","2022-11-30T03:46:20.000Z","165","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T03:49:05.000Z","vs2-0","3d2uyge2","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T03:49:05.000Z","","10000","RastriginProblem","all_except_eval","0.5","soft","function","0.498","0.012","0.49","0","0.498"
"glamorous-tree-344","2022-11-30T03:43:32.000Z","165","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T03:46:17.000Z","vs2-0","1om8givc","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T03:46:17.000Z","","10000","RastriginProblem","all_except_eval","0.5","soft","function","0.432","0.01","0.558","0","0.432"
"earnest-bush-343","2022-11-30T03:40:47.000Z","163","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T03:43:30.000Z","vs2-0","3nw8o2rh","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T03:43:30.000Z","","10000","RastriginProblem","all_except_eval","0.5","soft","function","0.486","0.018","0.496","0","0.486"
"ethereal-plasma-342","2022-11-30T03:38:01.000Z","164","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T03:40:45.000Z","vs2-0","3tolvjua","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T03:40:45.000Z","","10000","RastriginProblem","all_except_eval","0.5","soft","function","0.48","0.006","0.514","0","0.48"
"colorful-meadow-341","2022-11-30T03:33:29.000Z","269","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T03:37:58.000Z","vs2-0","f4zu2yg8","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T03:37:58.000Z","","10000","GaussianHillsProblem","all_except_eval","0.5","soft","function","0.68","0.01","0.264","0.046","0.68"
"unique-night-340","2022-11-30T03:28:53.000Z","273","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T03:33:26.000Z","vs2-0","tcyqm0ip","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T03:33:26.000Z","","10000","GaussianHillsProblem","all_except_eval","0.5","soft","function","0.578","0.022","0.342","0.058","0.578"
"cosmic-terrain-339","2022-11-30T03:24:22.000Z","269","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T03:28:51.000Z","vs2-0","287mzbi0","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T03:28:51.000Z","","10000","GaussianHillsProblem","all_except_eval","0.5","soft","function","0.634","0.01","0.322","0.034","0.634"
"exalted-oath-338","2022-11-30T03:19:51.000Z","269","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T03:24:20.000Z","vs2-0","38i56t3u","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T03:24:20.000Z","","10000","GaussianHillsProblem","all_except_eval","0.5","soft","function","0.702","0.01","0.244","0.044","0.702"
"sandy-dust-337","2022-11-30T03:15:20.000Z","268","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T03:19:48.000Z","vs2-0","342kfsrm","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T03:19:48.000Z","","10000","GaussianHillsProblem","all_except_eval","0.5","soft","function","0.692","0.02","0.244","0.044","0.692"
"valiant-water-336","2022-11-30T03:12:22.000Z","175","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T03:15:17.000Z","vs2-0","cjjol3be","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T03:15:17.000Z","","10000","NoisyHillsProblem","all_except_eval","0.5","soft","function","0.636","0.018","0.344","0.002","0.636"
"worthy-yogurt-335","2022-11-30T03:09:23.000Z","176","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T03:12:19.000Z","vs2-0","2qux0v2o","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T03:12:19.000Z","","10000","NoisyHillsProblem","all_except_eval","0.5","soft","function","0.628","0.022","0.344","0.006","0.628"
"toasty-salad-334","2022-11-30T03:06:26.000Z","174","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T03:09:20.000Z","vs2-0","1yim7zkh","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T03:09:20.000Z","","10000","NoisyHillsProblem","all_except_eval","0.5","soft","function","0.668","0.028","0.3","0.004","0.668"
"scarlet-wildflower-333","2022-11-30T03:03:29.000Z","174","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T03:06:23.000Z","vs2-0","2cec9yot","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T03:06:23.000Z","","10000","NoisyHillsProblem","all_except_eval","0.5","soft","function","0.668","0.012","0.316","0.004","0.668"
"genial-moon-332","2022-11-30T03:00:32.000Z","174","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T03:03:26.000Z","vs2-0","ost9j93p","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T03:03:26.000Z","","10000","NoisyHillsProblem","all_except_eval","0.5","soft","function","0.71","0.014","0.272","0.004","0.71"
"cool-voice-331","2022-11-30T02:58:54.000Z","95","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T03:00:29.000Z","vs2-0","1t50o9dm","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T03:00:29.000Z","","10000","NormProblem","none","0.5","soft","function","0.884","0.002","0.114","0","0.884"
"stellar-durian-330","2022-11-30T02:57:18.000Z","93","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T02:58:51.000Z","vs2-0","vrixiine","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T02:58:51.000Z","","10000","NormProblem","none","0.5","soft","function","0.888","0.006","0.106","0","0.888"
"twilight-waterfall-329","2022-11-30T02:55:43.000Z","93","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T02:57:16.000Z","vs2-0","1n73exfn","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T02:57:16.000Z","","10000","NormProblem","none","0.5","soft","function","0.908","0","0.092","0","0.908"
"devout-vortex-328","2022-11-30T02:54:08.000Z","93","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T02:55:41.000Z","vs2-0","q06nf8j3","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T02:55:41.000Z","","10000","NormProblem","none","0.5","soft","function","0.9","0.002","0.098","0","0.9"
"resilient-disco-327","2022-11-30T02:52:28.000Z","97","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T02:54:05.000Z","vs2-0","314err7r","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T02:54:05.000Z","","10000","NormProblem","none","0.5","soft","function","0.896","0.004","0.1","0","0.896"
"proud-darkness-326","2022-11-30T02:50:14.000Z","132","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T02:52:26.000Z","vs2-0","1a3ero5f","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T02:52:26.000Z","","10000","AckleyProblem","none","0.5","soft","function","0.316","0.004","0.632","0.048","0.316"
"good-glade-325","2022-11-30T02:47:59.000Z","132","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T02:50:11.000Z","vs2-0","2din2mn2","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T02:50:11.000Z","","10000","AckleyProblem","none","0.5","soft","function","0.342","0","0.616","0.042","0.342"
"expert-grass-324","2022-11-30T02:45:43.000Z","134","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T02:47:57.000Z","vs2-0","2rxgucgo","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T02:47:57.000Z","","10000","AckleyProblem","none","0.5","soft","function","0.288","0.006","0.66","0.046","0.288"
"atomic-pond-323","2022-11-30T02:43:27.000Z","133","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T02:45:40.000Z","vs2-0","2pn5251o","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T02:45:40.000Z","","10000","AckleyProblem","none","0.5","soft","function","0.322","0","0.622","0.056","0.322"
"sweet-sun-322","2022-11-30T02:41:09.000Z","135","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T02:43:24.000Z","vs2-0","3kd9yr42","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T02:43:24.000Z","","10000","AckleyProblem","none","0.5","soft","function","0.338","0.002","0.614","0.046","0.338"
"legendary-fog-321","2022-11-30T02:39:13.000Z","114","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T02:41:07.000Z","vs2-0","p7foma63","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T02:41:07.000Z","","10000","RastriginProblem","none","0.5","soft","function","0.416","0.014","0.57","0","0.416"
"cosmic-shape-320","2022-11-30T02:37:15.000Z","115","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T02:39:10.000Z","vs2-0","1wfe1qsd","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T02:39:10.000Z","","10000","RastriginProblem","none","0.5","soft","function","0.414","0.016","0.57","0","0.414"
"vivid-planet-319","2022-11-30T02:35:17.000Z","115","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T02:37:12.000Z","vs2-0","1kps6e64","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T02:37:12.000Z","","10000","RastriginProblem","none","0.5","soft","function","0.388","0.02","0.592","0","0.388"
"dainty-serenity-318","2022-11-30T02:33:18.000Z","116","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T02:35:14.000Z","vs2-0","pzlzvrc8","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T02:35:14.000Z","","10000","RastriginProblem","none","0.5","soft","function","0.404","0.012","0.584","0","0.404"
"easy-cloud-317","2022-11-30T02:31:20.000Z","116","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T02:33:16.000Z","vs2-0","2fiaqnpj","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T02:33:16.000Z","","10000","RastriginProblem","none","0.5","soft","function","0.376","0.018","0.606","0","0.376"
"fancy-dew-316","2022-11-30T02:27:39.000Z","218","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T02:31:17.000Z","vs2-0","55zrz71f","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T02:31:17.000Z","","10000","GaussianHillsProblem","none","0.5","soft","function","0.594","0.026","0.318","0.062","0.594"
"usual-fog-315","2022-11-30T02:23:55.000Z","221","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T02:27:36.000Z","vs2-0","1jzgypbp","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T02:27:36.000Z","","10000","GaussianHillsProblem","none","0.5","soft","function","0.588","0.022","0.326","0.064","0.588"
"rosy-wildflower-314","2022-11-30T02:20:11.000Z","222","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T02:23:53.000Z","vs2-0","1hbfhyr7","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T02:23:53.000Z","","10000","GaussianHillsProblem","none","0.5","soft","function","0.626","0.022","0.31","0.042","0.626"
"driven-dawn-313","2022-11-30T02:16:29.000Z","219","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T02:20:08.000Z","vs2-0","1a9lvcpe","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T02:20:08.000Z","","10000","GaussianHillsProblem","none","0.5","soft","function","0.594","0.022","0.328","0.056","0.594"
"tough-oath-312","2022-11-30T02:12:47.000Z","219","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T02:16:26.000Z","vs2-0","z5s8r3r1","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T02:16:26.000Z","","10000","GaussianHillsProblem","none","0.5","soft","function","0.586","0.02","0.348","0.046","0.586"
"resilient-haze-311","2022-11-30T02:10:36.000Z","128","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T02:12:44.000Z","vs2-0","2tmpr3zs","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T02:12:44.000Z","","10000","NoisyHillsProblem","none","0.5","soft","function","0.682","0.018","0.298","0.002","0.682"
"fiery-firebrand-310","2022-11-30T02:08:25.000Z","128","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T02:10:33.000Z","vs2-0","4stzxz4w","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T02:10:33.000Z","","10000","NoisyHillsProblem","none","0.5","soft","function","0.644","0.014","0.338","0.004","0.644"
"splendid-aardvark-309","2022-11-30T02:06:14.000Z","128","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T02:08:22.000Z","vs2-0","9h5ab37u","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T02:08:22.000Z","","10000","NoisyHillsProblem","none","0.5","soft","function","0.626","0.012","0.358","0.004","0.626"
"fragrant-vortex-308","2022-11-30T02:04:05.000Z","126","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T02:06:11.000Z","vs2-0","1w4qxy1t","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T02:06:11.000Z","","10000","NoisyHillsProblem","none","0.5","soft","function","0.668","0.008","0.32","0.004","0.668"
"eager-resonance-307","2022-11-30T02:01:54.000Z","128","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T02:04:02.000Z","vs2-0","1gqneick","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T02:04:02.000Z","","10000","NoisyHillsProblem","none","0.5","soft","function","0.672","0.006","0.32","0.002","0.672"
"azure-snow-306","2022-11-30T01:59:30.000Z","141","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T02:01:51.000Z","vs2-0","cst19ty5","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T02:01:51.000Z","","10000","NormProblem","NormProblem","0.5","soft","function","0.9","0.004","0.096","0","0.9"
"noble-glitter-305","2022-11-30T01:57:09.000Z","139","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T01:59:28.000Z","vs2-0","3o80a9m2","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T01:59:28.000Z","","10000","NormProblem","NormProblem","0.5","soft","function","0.914","0.002","0.084","0","0.914"
"dry-sea-304","2022-11-30T01:54:49.000Z","138","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T01:57:07.000Z","vs2-0","1i2ueolh","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T01:57:07.000Z","","10000","NormProblem","NormProblem","0.5","soft","function","0.88","0.012","0.108","0","0.88"
"amber-bush-303","2022-11-30T01:52:27.000Z","139","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T01:54:46.000Z","vs2-0","2wr2cqsu","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T01:54:46.000Z","","10000","NormProblem","NormProblem","0.5","soft","function","0.912","0.004","0.084","0","0.912"
"mild-night-302","2022-11-30T01:50:05.000Z","139","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T01:52:24.000Z","vs2-0","yfx4g83b","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T01:52:24.000Z","","10000","NormProblem","NormProblem","0.5","soft","function","0.852","0.01","0.138","0","0.852"
"visionary-pyramid-301","2022-11-30T01:47:04.000Z","178","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T01:50:02.000Z","vs2-0","wy0l1n6z","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T01:50:02.000Z","","10000","AckleyProblem","NormProblem","0.5","soft","function","0.36","0","0.576","0.064","0.36"
"chocolate-feather-300","2022-11-30T01:44:02.000Z","179","https://github.com/tidiane-camaret/autoML_switch_opt/tree/0b36a3913ab5f75acb0bee304e113507ca183309","2022-11-30T01:47:01.000Z","vs2-0","1irzpw63","-","NVIDIA GeForce RTX 3090","2","finished","2022-11-30T01:47:01.000Z","","10000","AckleyProblem","NormProblem","0.5","soft","function","0.424","0.002","0.536","0.038","0.424"
